#pathway ID	pathway description	observed gene count	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
04930	Type II diabetes mellitus	15	2.1e-09	ENSP00000250971,ENSP00000263967,ENSP00000292432,ENSP00000303830,ENSP00000304895,ENSP00000306124,ENSP00000320171,ENSP00000320709,ENSP00000323568,ENSP00000329418,ENSP00000330341,ENSP00000353483,ENSP00000354558,ENSP00000365016,ENSP00000398698	ADIPOQ,HK3,INS,INSR,IRS1,IRS2,MAPK8,MTOR,PIK3CA,PKM,PRKCE,SLC2A2,SOCS1,SOCS3,TNF
05143	African trypanosomiasis	13	2.69e-09	ENSP00000229135,ENSP00000231228,ENSP00000236850,ENSP00000258743,ENSP00000263341,ENSP00000264832,ENSP00000294728,ENSP00000296677,ENSP00000303231,ENSP00000305355,ENSP00000356694,ENSP00000398698,ENSP00000412237	APOA1,F2RL1,FASLG,ICAM1,IFNG,IL10,IL12A,IL12B,IL1B,IL6,PRKCB,TNF,VCAM1
04110	Cell cycle	24	2.79e-09	ENSP00000216225,ENSP00000221930,ENSP00000227507,ENSP00000228872,ENSP00000244741,ENSP00000255465,ENSP00000256442,ENSP00000257904,ENSP00000262160,ENSP00000262643,ENSP00000265734,ENSP00000267163,ENSP00000269305,ENSP00000274026,ENSP00000274255,ENSP00000278616,ENSP00000313420,ENSP00000324806,ENSP00000340989,ENSP00000345571,ENSP00000361423,ENSP00000362082,ENSP00000372023,ENSP00000394932	ABL1,ATM,CCNA1,CCNA2,CCNB1,CCND1,CCND3,CCNE1,CDK4,CDK6,CDKN1A,CDKN1B,CDKN2A,CHEK2,E2F1,GSK3B,PRKDC,RB1,RBX1,SFN,SKP2,SMAD2,TGFB1,TP53
05134	Legionellosis	16	2.84e-09	ENSP00000216797,ENSP00000226574,ENSP00000231228,ENSP00000247470,ENSP00000258743,ENSP00000263341,ENSP00000303231,ENSP00000304236,ENSP00000311032,ENSP00000351273,ENSP00000354159,ENSP00000363089,ENSP00000364802,ENSP00000384273,ENSP00000398698,ENSP00000427279	CASP3,CASP8,CD14,CXCL2,HSPA1A,IL12A,IL12B,IL1B,IL6,NFKB1,NFKBIA,NLRC4,PYCARD,RELA,TLR4,TNF
04514	Cell adhesion molecules (CAMs)	25	6.43e-09	ENSP00000215637,ENSP00000229829,ENSP00000261769,ENSP00000264012,ENSP00000264246,ENSP00000264832,ENSP00000280200,ENSP00000294728,ENSP00000303939,ENSP00000319476,ENSP00000320084,ENSP00000323280,ENSP00000332049,ENSP00000339398,ENSP00000347379,ENSP00000349252,ENSP00000353099,ENSP00000361359,ENSP00000364076,ENSP00000365402,ENSP00000370989,ENSP00000382034,ENSP00000384432,ENSP00000393566,ENSP00000408146	CD226,CD274,CD276,CD40,CD6,CD80,CD86,CDH1,CDH3,CTLA4,HLA-C,HLA-DOA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRB1,ICAM1,ICOS,ICOSLG,ITGAL,MADCAM1,OCLN,VCAM1
03010	Ribosome	24	8.85e-09	ENSP00000196551,ENSP00000230050,ENSP00000251453,ENSP00000270625,ENSP00000296674,ENSP00000311028,ENSP00000318646,ENSP00000339095,ENSP00000341885,ENSP00000345957,ENSP00000346050,ENSP00000348849,ENSP00000362744,ENSP00000369757,ENSP00000379339,ENSP00000379888,ENSP00000414321,ENSP00000429374,ENSP00000431822,ENSP00000433821,ENSP00000435777,ENSP00000467676,ENSP00000470004,ENSP00000472469	FAU,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS26,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS5,RPS6,RPS7,RPS8
05131	Shigellosis	16	9.01e-09	ENSP00000211287,ENSP00000216797,ENSP00000220751,ENSP00000226574,ENSP00000228825,ENSP00000229794,ENSP00000252725,ENSP00000295685,ENSP00000300589,ENSP00000314458,ENSP00000348461,ENSP00000350941,ENSP00000352918,ENSP00000353483,ENSP00000361423,ENSP00000384273	ABL1,ARPC1B,ARPC2,ARPC3,ARPC5,CDC42,MAPK13,MAPK14,MAPK8,NFKB1,NFKBIA,NOD2,RAC1,RELA,RIPK2,SRC
04664	Fc epsilon RI signaling pathway	17	1.21e-08	ENSP00000211287,ENSP00000229794,ENSP00000231449,ENSP00000251849,ENSP00000263967,ENSP00000270202,ENSP00000296871,ENSP00000305355,ENSP00000306124,ENSP00000309845,ENSP00000339007,ENSP00000348461,ENSP00000353483,ENSP00000356436,ENSP00000378845,ENSP00000384675,ENSP00000398698	AKT1,CSF2,GRB2,HRAS,IL4,LAT,MAPK13,MAPK14,MAPK8,PIK3CA,PLA2G4A,PRKCB,PRKCE,RAC1,RAF1,SOS1,TNF
05150	Staphylococcus aureus infection	15	1.36e-08	ENSP00000223642,ENSP00000229829,ENSP00000264832,ENSP00000271450,ENSP00000339398,ENSP00000340191,ENSP00000349252,ENSP00000353099,ENSP00000364076,ENSP00000382034,ENSP00000383690,ENSP00000393566,ENSP00000408146,ENSP00000412237,ENSP00000416561	C5,CFB,FCGR2A,FPR2,HLA-DOA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRB1,ICAM1,IL10,ITGAL,MASP2
03320	PPAR signaling pathway	17	1.94e-08	ENSP00000236850,ENSP00000258415,ENSP00000262735,ENSP00000287820,ENSP00000293217,ENSP00000297258,ENSP00000301645,ENSP00000309757,ENSP00000312189,ENSP00000318867,ENSP00000319814,ENSP00000320709,ENSP00000339787,ENSP00000358719,ENSP00000359380,ENSP00000387946,ENSP00000409612	ACADM,ACOX1,ACSL4,ADIPOQ,APOA1,CPT1B,CYP27A1,CYP7A1,CYP8B1,FABP5,LPL,ME1,NR1H3,PCK1,PPARA,PPARG,SCD
04310	Wnt signaling pathway	24	2.51e-08	ENSP00000216225,ENSP00000220772,ENSP00000225512,ENSP00000227507,ENSP00000233607,ENSP00000234310,ENSP00000262320,ENSP00000265165,ENSP00000269305,ENSP00000274063,ENSP00000295902,ENSP00000305355,ENSP00000324806,ENSP00000344456,ENSP00000348461,ENSP00000353483,ENSP00000360266,ENSP00000362082,ENSP00000378306,ENSP00000378323,ENSP00000381412,ENSP00000382863,ENSP00000400175,ENSP00000444972	APC2,AXIN1,CAMK2A,CCND1,CCND3,CHD8,CTNNB1,GSK3B,JUN,LEF1,MAPK8,PPP3CA,PPP3CB,PPP3R1,PRICKLE2,PRKCB,RAC1,RBX1,RHOA,SFRP1,SFRP2,TCF7L2,TP53,WNT3
05310	Asthma	11	5.14e-08	ENSP00000229829,ENSP00000231449,ENSP00000339398,ENSP00000353099,ENSP00000361359,ENSP00000364076,ENSP00000382034,ENSP00000393566,ENSP00000398698,ENSP00000408146,ENSP00000412237	CD40,HLA-DOA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRB1,IL10,IL4,TNF
05100	Bacterial invasion of epithelial cells	17	5.96e-08	ENSP00000228307,ENSP00000228825,ENSP00000252725,ENSP00000261769,ENSP00000263967,ENSP00000295685,ENSP00000314458,ENSP00000317272,ENSP00000341189,ENSP00000344456,ENSP00000346839,ENSP00000348461,ENSP00000350941,ENSP00000352918,ENSP00000391669,ENSP00000400175,ENSP00000401303	ARPC1B,ARPC2,ARPC3,ARPC5,BCAR1,CDC42,CDH1,CTNNB1,FN1,MET,PIK3CA,PTK2,PXN,RAC1,RHOA,SHC1,SRC
05120	Epithelial cell signaling in Helicobacter pylori infection	16	6.62e-08	ENSP00000211287,ENSP00000216797,ENSP00000226574,ENSP00000229794,ENSP00000275493,ENSP00000295683,ENSP00000309968,ENSP00000311032,ENSP00000314458,ENSP00000317272,ENSP00000319635,ENSP00000348461,ENSP00000350941,ENSP00000353483,ENSP00000360266,ENSP00000384273	ADAM17,CASP3,CDC42,CXCR1,CXCR2,EGFR,JUN,MAPK13,MAPK14,MAPK8,MET,NFKB1,NFKBIA,RAC1,RELA,SRC
04915	Estrogen signaling pathway	19	8.5e-08	ENSP00000206249,ENSP00000219070,ENSP00000251849,ENSP00000260600,ENSP00000263967,ENSP00000270202,ENSP00000275493,ENSP00000297494,ENSP00000306245,ENSP00000309845,ENSP00000335153,ENSP00000339007,ENSP00000350941,ENSP00000360266,ENSP00000361405,ENSP00000364802,ENSP00000384675,ENSP00000394624,ENSP00000401303	ADCY3,AKT1,EGFR,ESR1,FOS,GRB2,HRAS,HSP90AA1,HSPA1A,JUN,MMP2,MMP9,NOS3,OPRM1,PIK3CA,RAF1,SHC1,SOS1,SRC
01100	Metabolic pathways	91	4.74e-07	ENSP00000013034,ENSP00000215565,ENSP00000216180,ENSP00000216254,ENSP00000216392,ENSP00000217426,ENSP00000220584,ENSP00000222381,ENSP00000228510,ENSP00000229239,ENSP00000232607,ENSP00000248923,ENSP00000249750,ENSP00000251810,ENSP00000252945,ENSP00000253792,ENSP00000258415,ENSP00000260766,ENSP00000260985,ENSP00000261070,ENSP00000262033,ENSP00000264027,ENSP00000264709,ENSP00000264932,ENSP00000268251,ENSP00000274353,ENSP00000278715,ENSP00000286479,ENSP00000287936,ENSP00000292432,ENSP00000293217,ENSP00000295256,ENSP00000297494,ENSP00000297679,ENSP00000300738,ENSP00000301141,ENSP00000301587,ENSP00000301645,ENSP00000304592,ENSP00000307900,ENSP00000311224,ENSP00000313681,ENSP00000315644,ENSP00000318867,ENSP00000319501,ENSP00000319814,ENSP00000320171,ENSP00000321259,ENSP00000324105,ENSP00000327251,ENSP00000328547,ENSP00000334592,ENSP00000337459,ENSP00000337915,ENSP00000339787,ENSP00000340684,ENSP00000342007,ENSP00000342026,ENSP00000344789,ENSP00000347717,ENSP00000352584,ENSP00000353770,ENSP00000354511,ENSP00000354612,ENSP00000355536,ENSP00000356436,ENSP00000356438,ENSP00000356953,ENSP00000358424,ENSP00000358719,ENSP00000358903,ENSP00000359211,ENSP00000361280,ENSP00000362413,ENSP00000363512,ENSP00000363965,ENSP00000364475,ENSP00000364649,ENSP00000365775,ENSP00000367309,ENSP00000369050,ENSP00000369456,ENSP00000370571,ENSP00000370639,ENSP00000371517,ENSP00000375748,ENSP00000378408,ENSP00000378897,ENSP00000379353,ENSP00000386284,ENSP00000409612	ABAT,ACACA,ACADM,ACLY,ACO2,ACOT1,ACOX1,ACSL4,AHCY,AKR1B10,ALAD,ALDH1A2,ALOX5,ALPL,AMACR,ASAH2,ASMT,ATP5H,BHMT,COMT,COX17,CYP17A1,CYP1A1,CYP1A2,CYP27A1,CYP2A6,CYP2E1,CYP2R1,CYP3A4,CYP7A1,CYP8B1,DHCR7,DNMT3A,DNMT3B,DPYD,ENO3,FASN,FBP1,FDFT1,FUT2,GAPDH,GGT1,GLUL,GPT,HK3,HMBS,HMGCR,HPGDS,HSD3B2,HSD3B7,IDH1,ITPA,MAOA,MAOB,MAT1A,ME1,MTHFR,MTR,MVK,NAT2,NDUFB7,NME1,NOS1,NOS2,NOS3,PCK1,PGK1,PKM,PLA2G4A,PLCE1,PNPLA3,PON1,PRDX6,PTGES3,PTGS1,PTGS2,PYGL,RRM1,RRM2,RRM2B,SC5DL,SDHA,SDHB,SDHC,SPHK1,ST8SIA1,TALDO1,TH,TYMS,UGDH,UMPS
04978	Mineral absorption	13	5.25e-07	ENSP00000216117,ENSP00000233202,ENSP00000245185,ENSP00000261024,ENSP00000264938,ENSP00000316854,ENSP00000320239,ENSP00000341682,ENSP00000345728,ENSP00000345873,ENSP00000378364,ENSP00000385834,ENSP00000395653	ATOX1,ATP7A,HMOX1,MT2A,SLC11A1,SLC11A2,SLC26A3,SLC26A9,SLC40A1,SLC46A1,SLC9A3,TF,TRPM7
04919	Thyroid hormone signaling pathway	20	5.96e-07	ENSP00000206249,ENSP00000219476,ENSP00000227507,ENSP00000251849,ENSP00000260766,ENSP00000263967,ENSP00000263980,ENSP00000269305,ENSP00000270202,ENSP00000300651,ENSP00000305355,ENSP00000309845,ENSP00000324806,ENSP00000344456,ENSP00000350941,ENSP00000354394,ENSP00000354558,ENSP00000364163,ENSP00000368880,ENSP00000416293	AKT1,CCND1,CTNNB1,ESR1,FOXO1,GSK3B,HRAS,MED1,MTOR,NOTCH4,PIK3CA,PLCE1,PRKCB,RAF1,SLC2A1,SLC9A1,SRC,STAT1,TP53,TSC2
04960	Aldosterone-regulated sodium reabsorption	11	9.55e-07	ENSP00000250971,ENSP00000263967,ENSP00000300061,ENSP00000302665,ENSP00000303830,ENSP00000304895,ENSP00000305355,ENSP00000316786,ENSP00000340989,ENSP00000345751,ENSP00000353292	HSD11B2,IGF1,INS,INSR,IRS1,PIK3CA,PRKCB,SCNN1A,SCNN1B,SCNN1G,SFN
04622	RIG-I-like receptor signaling pathway	15	9.98e-07	ENSP00000211287,ENSP00000216797,ENSP00000226574,ENSP00000229794,ENSP00000231228,ENSP00000276927,ENSP00000303231,ENSP00000308928,ENSP00000351273,ENSP00000353483,ENSP00000369213,ENSP00000369554,ENSP00000369581,ENSP00000384273,ENSP00000398698	CASP8,CYLD,DDX58,IFNA1,IFNA2,IFNB1,IL12A,IL12B,MAPK13,MAPK14,MAPK8,NFKB1,NFKBIA,RELA,TNF
05130	Pathogenic Escherichia coli infection	13	1.07e-06	ENSP00000228825,ENSP00000252725,ENSP00000261769,ENSP00000295685,ENSP00000304236,ENSP00000314458,ENSP00000344456,ENSP00000347379,ENSP00000352918,ENSP00000361423,ENSP00000363089,ENSP00000373487,ENSP00000400175	ABL1,ARPC1B,ARPC2,ARPC3,ARPC5,CD14,CDC42,CDH1,CTNNB1,KRT18,OCLN,RHOA,TLR4
04914	Progesterone-mediated oocyte maturation	16	1.12e-06	ENSP00000211287,ENSP00000229794,ENSP00000250971,ENSP00000251849,ENSP00000255465,ENSP00000256442,ENSP00000260600,ENSP00000263967,ENSP00000268035,ENSP00000270202,ENSP00000274026,ENSP00000288602,ENSP00000302665,ENSP00000335153,ENSP00000353483,ENSP00000368884	ADCY3,AKT1,BRAF,CCNA1,CCNA2,CCNB1,HSP90AA1,IGF1,IGF1R,INS,MAPK13,MAPK14,MAPK8,PIK3CA,RAF1,RPS6KA3
04520	Adherens junction	15	1.18e-06	ENSP00000244050,ENSP00000261769,ENSP00000262160,ENSP00000265165,ENSP00000268035,ENSP00000268182,ENSP00000275493,ENSP00000303830,ENSP00000314458,ENSP00000317272,ENSP00000344456,ENSP00000348461,ENSP00000350941,ENSP00000400175,ENSP00000444972	CDC42,CDH1,CTNNB1,EGFR,IGF1R,INSR,IQGAP1,LEF1,MET,RAC1,RHOA,SMAD2,SNAI1,SRC,TCF7L2
04670	Leukocyte transendothelial migration	19	1.93e-06	ENSP00000211287,ENSP00000219070,ENSP00000228307,ENSP00000229794,ENSP00000263967,ENSP00000264832,ENSP00000294728,ENSP00000305355,ENSP00000314458,ENSP00000341189,ENSP00000344456,ENSP00000347379,ENSP00000348461,ENSP00000349252,ENSP00000361405,ENSP00000379140,ENSP00000380334,ENSP00000391669,ENSP00000400175	BCAR1,CDC42,CTNNB1,CXCL12,ICAM1,ITGAL,MAPK13,MAPK14,MMP2,MMP9,NCF4,OCLN,PIK3CA,PRKCB,PTK2,PXN,RAC1,RHOA,VCAM1
05322	Systemic lupus erythematosus	17	2.56e-06	ENSP00000223642,ENSP00000229135,ENSP00000229829,ENSP00000263408,ENSP00000264246,ENSP00000271450,ENSP00000332049,ENSP00000332549,ENSP00000339398,ENSP00000353099,ENSP00000361359,ENSP00000364076,ENSP00000382034,ENSP00000393566,ENSP00000398698,ENSP00000408146,ENSP00000412237	C5,C9,CD40,CD80,CD86,FCGR2A,GRIN2A,HLA-DOA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRB1,IFNG,IL10,TNF
04640	Hematopoietic cell lineage	16	3.04e-06	ENSP00000225474,ENSP00000231449,ENSP00000244174,ENSP00000252723,ENSP00000258743,ENSP00000263341,ENSP00000264563,ENSP00000288135,ENSP00000296871,ENSP00000300692,ENSP00000304236,ENSP00000306157,ENSP00000330959,ENSP00000353099,ENSP00000369293,ENSP00000398698	CD14,CD3D,CSF2,CSF3,EPO,HLA-DRB1,IL11,IL1B,IL1R2,IL2RA,IL4,IL6,IL7R,IL9R,KIT,TNF
04612	Antigen processing and presentation	14	3.14e-06	ENSP00000229135,ENSP00000229829,ENSP00000300289,ENSP00000324173,ENSP00000335153,ENSP00000339398,ENSP00000353099,ENSP00000364076,ENSP00000364802,ENSP00000365402,ENSP00000382034,ENSP00000393566,ENSP00000398698,ENSP00000408146	HLA-C,HLA-DOA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRB1,HSP90AA1,HSPA1A,HSPA5,IFNG,PDIA3,TNF
04921	Oxytocin signaling pathway	22	3.58e-06	ENSP00000227507,ENSP00000234310,ENSP00000244741,ENSP00000251849,ENSP00000260600,ENSP00000263967,ENSP00000275493,ENSP00000297494,ENSP00000305355,ENSP00000306245,ENSP00000309845,ENSP00000346148,ENSP00000350941,ENSP00000353452,ENSP00000356436,ENSP00000356438,ENSP00000360266,ENSP00000378306,ENSP00000378323,ENSP00000381412,ENSP00000384496,ENSP00000400175	ADCY3,CAMK2A,CCND1,CDKN1A,EGFR,FOS,HRAS,JUN,MYLK,NOS3,PIK3CA,PLA2G4A,PPP1R12B,PPP3CA,PPP3CB,PPP3R1,PRKAA1,PRKCB,PTGS2,RAF1,RHOA,SRC
04666	Fc gamma R-mediated phagocytosis	16	4.04e-06	ENSP00000225577,ENSP00000228825,ENSP00000251849,ENSP00000252725,ENSP00000263967,ENSP00000270202,ENSP00000271450,ENSP00000295685,ENSP00000305355,ENSP00000306124,ENSP00000313681,ENSP00000314458,ENSP00000348461,ENSP00000352918,ENSP00000356436,ENSP00000378845	AKT1,ARPC1B,ARPC2,ARPC3,ARPC5,CDC42,FCGR2A,LAT,PIK3CA,PLA2G4A,PRKCB,PRKCE,RAC1,RAF1,RPS6KB1,SPHK1
04912	GnRH signaling pathway	16	4.04e-06	ENSP00000211287,ENSP00000219070,ENSP00000229794,ENSP00000251849,ENSP00000260600,ENSP00000275493,ENSP00000305355,ENSP00000309845,ENSP00000314458,ENSP00000339007,ENSP00000350941,ENSP00000353483,ENSP00000356436,ENSP00000360266,ENSP00000381412,ENSP00000384675	ADCY3,CAMK2A,CDC42,EGFR,GRB2,HRAS,JUN,MAPK13,MAPK14,MAPK8,MMP2,PLA2G4A,PRKCB,RAF1,SOS1,SRC
04913	Ovarian steroidogenesis	12	4.39e-06	ENSP00000250971,ENSP00000260600,ENSP00000261693,ENSP00000268035,ENSP00000302665,ENSP00000303830,ENSP00000356436,ENSP00000356438,ENSP00000358424,ENSP00000358903,ENSP00000363512,ENSP00000369050	ADCY3,ALOX5,CYP17A1,CYP1A1,HSD3B2,IGF1,IGF1R,INS,INSR,PLA2G4A,PTGS2,SCARB1
05216	Thyroid cancer	9	4.46e-06	ENSP00000227507,ENSP00000261769,ENSP00000265165,ENSP00000269305,ENSP00000287820,ENSP00000288602,ENSP00000309845,ENSP00000344456,ENSP00000444972	BRAF,CCND1,CDH1,CTNNB1,HRAS,LEF1,PPARG,TCF7L2,TP53
05020	Prion diseases	10	7.63e-06	ENSP00000223642,ENSP00000239938,ENSP00000258743,ENSP00000263341,ENSP00000263408,ENSP00000270142,ENSP00000305958,ENSP00000324173,ENSP00000364802,ENSP00000368752	C5,C9,EGR1,HSPA1A,HSPA5,IL1B,IL6,PRNP,SOD1,STIP1
05010	Alzheimer s disease	22	1.22e-05	ENSP00000162749,ENSP00000215565,ENSP00000229239,ENSP00000234310,ENSP00000252486,ENSP00000263341,ENSP00000264932,ENSP00000301587,ENSP00000309757,ENSP00000309968,ENSP00000311032,ENSP00000318822,ENSP00000324806,ENSP00000332549,ENSP00000337459,ENSP00000338345,ENSP00000351273,ENSP00000356953,ENSP00000364649,ENSP00000378306,ENSP00000378323,ENSP00000398698	ADAM17,APOE,ATP5H,BID,CASP3,CASP8,GAPDH,GRIN2A,GSK3B,IL1B,LPL,NDUFB7,NOS1,PPP3CA,PPP3CB,PPP3R1,SDHA,SDHB,SDHC,SNCA,TNF,TNFRSF1A
05031	Amphetamine addiction	13	1.4e-05	ENSP00000212015,ENSP00000217305,ENSP00000234310,ENSP00000305355,ENSP00000306245,ENSP00000332549,ENSP00000340684,ENSP00000360266,ENSP00000367309,ENSP00000370571,ENSP00000378306,ENSP00000378323,ENSP00000381412	CAMK2A,FOS,GRIN2A,JUN,MAOA,MAOB,PDYN,PPP3CA,PPP3CB,PPP3R1,PRKCB,SIRT1,TH
01200	Carbon metabolism	16	3.25e-05	ENSP00000216254,ENSP00000229239,ENSP00000260985,ENSP00000264932,ENSP00000292432,ENSP00000320171,ENSP00000321259,ENSP00000324105,ENSP00000356953,ENSP00000358719,ENSP00000362413,ENSP00000364475,ENSP00000364649,ENSP00000365775,ENSP00000378408,ENSP00000409612	ACADM,ACO2,ENO3,FBP1,GAPDH,GPT,HK3,IDH1,ME1,MTHFR,PGK1,PKM,SDHA,SDHB,SDHC,TALDO1
03018	RNA degradation	13	3.8e-05	ENSP00000221233,ENSP00000265564,ENSP00000290551,ENSP00000297185,ENSP00000315476,ENSP00000323046,ENSP00000324105,ENSP00000359939,ENSP00000361433,ENSP00000366135,ENSP00000368984,ENSP00000374354,ENSP00000393953	BTG2,ENO3,EXOSC1,EXOSC10,EXOSC2,EXOSC3,EXOSC4,EXOSC5,EXOSC7,EXOSC8,EXOSC9,HSPA9,PNPT1
00140	Steroid hormone biosynthesis	11	4.98e-05	ENSP00000226444,ENSP00000252945,ENSP00000301645,ENSP00000310721,ENSP00000316786,ENSP00000337915,ENSP00000342007,ENSP00000354511,ENSP00000358424,ENSP00000358903,ENSP00000369050	COMT,CYP17A1,CYP1A1,CYP1A2,CYP2E1,CYP3A4,CYP7A1,CYP7B1,HSD11B2,HSD3B2,SULT1E1
04610	Complement and coagulation cascades	12	0.000116	ENSP00000223095,ENSP00000223642,ENSP00000263408,ENSP00000308541,ENSP00000321326,ENSP00000323929,ENSP00000334145,ENSP00000348068,ENSP00000356771,ENSP00000361850,ENSP00000383690,ENSP00000416561	A2M,C5,C9,CFB,F2,F2R,F3,F5,MASP2,PLAU,SERPINA1,SERPINE1
04611	Platelet activation	17	0.000127	ENSP00000211287,ENSP00000225964,ENSP00000229794,ENSP00000248076,ENSP00000260600,ENSP00000263967,ENSP00000270202,ENSP00000271450,ENSP00000291294,ENSP00000297494,ENSP00000304408,ENSP00000321326,ENSP00000350941,ENSP00000353452,ENSP00000354612,ENSP00000356436,ENSP00000400175	ADCY3,AKT1,COL1A1,COL3A1,F2R,F2RL3,FCGR2A,MAPK13,MAPK14,MYLK,NOS3,PIK3CA,PLA2G4A,PTGIR,PTGS1,RHOA,SRC
04144	Endocytosis	22	0.00014	ENSP00000221930,ENSP00000257290,ENSP00000262160,ENSP00000265171,ENSP00000268035,ENSP00000275493,ENSP00000282397,ENSP00000288135,ENSP00000292303,ENSP00000295683,ENSP00000309845,ENSP00000314458,ENSP00000317272,ENSP00000319635,ENSP00000321326,ENSP00000350941,ENSP00000364802,ENSP00000365402,ENSP00000369293,ENSP00000376609,ENSP00000400175,ENSP00000410294	CCR5,CDC42,CXCR1,CXCR2,EGF,EGFR,F2R,FGFR2,FLT1,GRK5,HLA-C,HRAS,HSPA1A,IGF1R,IL2RA,KIT,MET,PDGFRA,RHOA,SMAD2,SRC,TGFB1
00120	Primary bile acid biosynthesis	6	0.000164	ENSP00000258415,ENSP00000297679,ENSP00000301645,ENSP00000310721,ENSP00000318867,ENSP00000371517	AMACR,CYP27A1,CYP7A1,CYP7B1,CYP8B1,HSD3B7
04750	Inflammatory mediator regulation of TRP channels	14	0.000189	ENSP00000211287,ENSP00000229794,ENSP00000260600,ENSP00000263341,ENSP00000263967,ENSP00000296677,ENSP00000302665,ENSP00000305355,ENSP00000306124,ENSP00000314807,ENSP00000350941,ENSP00000353483,ENSP00000356436,ENSP00000381412	ADCY3,CAMK2A,F2RL1,IGF1,IL1B,IL1RAP,MAPK13,MAPK14,MAPK8,PIK3CA,PLA2G4A,PRKCB,PRKCE,SRC
04720	Long-term potentiation	11	0.000253	ENSP00000234310,ENSP00000251849,ENSP00000257905,ENSP00000288602,ENSP00000305355,ENSP00000309845,ENSP00000332549,ENSP00000368884,ENSP00000378306,ENSP00000378323,ENSP00000381412	BRAF,CAMK2A,GRIN2A,HRAS,PPP1R1A,PPP3CA,PPP3CB,PPP3R1,PRKCB,RAF1,RPS6KA3
04728	Dopaminergic synapse	16	0.000342	ENSP00000211287,ENSP00000229794,ENSP00000270202,ENSP00000300873,ENSP00000305355,ENSP00000306245,ENSP00000324806,ENSP00000332549,ENSP00000340684,ENSP00000353483,ENSP00000354511,ENSP00000367309,ENSP00000370571,ENSP00000378306,ENSP00000378323,ENSP00000381412	AKT1,CAMK2A,COMT,FOS,GNG8,GRIN2A,GSK3B,MAOA,MAOB,MAPK13,MAPK14,MAPK8,PPP3CA,PPP3CB,PRKCB,TH
00020	Citrate cycle (TCA cycle)	7	0.000453	ENSP00000216254,ENSP00000253792,ENSP00000260985,ENSP00000264932,ENSP00000319814,ENSP00000356953,ENSP00000364649	ACLY,ACO2,IDH1,PCK1,SDHA,SDHB,SDHC
04145	Phagosome	17	0.000531	ENSP00000225275,ENSP00000229829,ENSP00000260356,ENSP00000261693,ENSP00000271450,ENSP00000304236,ENSP00000337459,ENSP00000339398,ENSP00000348461,ENSP00000353099,ENSP00000363089,ENSP00000364076,ENSP00000365402,ENSP00000380334,ENSP00000382034,ENSP00000393566,ENSP00000408146	CD14,FCGR2A,HLA-C,HLA-DOA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DRB1,MPO,NCF4,NOS1,RAC1,SCARB1,THBS1,TLR4
01230	Biosynthesis of amino acids	11	0.000647	ENSP00000216254,ENSP00000229239,ENSP00000260985,ENSP00000307900,ENSP00000320171,ENSP00000321259,ENSP00000324105,ENSP00000355536,ENSP00000361280,ENSP00000362413,ENSP00000378408	ACO2,ENO3,GAPDH,GLUL,GPT,IDH1,MAT1A,MTR,PGK1,PKM,TALDO1
00480	Glutathione metabolism	9	0.000691	ENSP00000248923,ENSP00000251810,ENSP00000260985,ENSP00000300738,ENSP00000311469,ENSP00000353770,ENSP00000373477,ENSP00000381607,ENSP00000407375	GGT1,GPX1,GPX3,GSTM1,GSTP1,IDH1,RRM1,RRM2,RRM2B
04390	Hippo signaling pathway	17	0.000718	ENSP00000221930,ENSP00000223095,ENSP00000225512,ENSP00000227507,ENSP00000233607,ENSP00000261769,ENSP00000262160,ENSP00000262320,ENSP00000265165,ENSP00000301633,ENSP00000324806,ENSP00000344456,ENSP00000349547,ENSP00000356954,ENSP00000362082,ENSP00000379138,ENSP00000444972	AFP,APC2,AXIN1,BIRC5,CCND1,CCND3,CDH1,CTGF,CTNNB1,GSK3B,LEF1,RASSF1,SERPINE1,SMAD2,TCF7L2,TGFB1,WNT3
05204	Chemical carcinogenesis	11	0.000718	ENSP00000252945,ENSP00000272167,ENSP00000286479,ENSP00000301141,ENSP00000311469,ENSP00000337915,ENSP00000342007,ENSP00000351407,ENSP00000356438,ENSP00000369050,ENSP00000381607	ARNT,CYP1A1,CYP1A2,CYP2A6,CYP2E1,CYP3A4,EPHX1,GSTM1,GSTP1,NAT2,PTGS2
